noaa_fips	county_name
23091	Howell County
23093	Iron County
23095	Jackson County
23097	Jasper County
23099	Jefferson County
23101	Johnson County
23103	Knox County
23105	Laclede County
23107	Lafayette County
23109	Lawrence County
23111	Lewis County
23113	Lincoln County
23115	Linn County
23117	Livingston County
23119	McDonald County
23121	Macon County
23123	Madison County
23125	Maries County
23127	Marion County
23129	Mercer County
23131	Miller County
23133	Mississippi County
23135	Moniteau County
23137	Monroe County
23139	Montgomery County
23141	Morgan County
23143	New Madrid County
23145	Newton County
23147	Nodaway County
23149	Oregon County
23151	Osage County
23153	Ozark County
23155	Pemiscot County
23157	Perry County
23159	Pettis County
23161	Phelps County
23163	Pike County
23165	Platte County
23167	Polk County
23169	Pulaski County
23171	Putnam County
23173	Ralls County
23175	Randolph County
23177	Ray County
23179	Reynolds County
23181	Ripley County
23183	St. Charles County
23185	St. Clair County
23186	Ste. Genevieve County
23187	St. Francois County
23189	St. Louis County
23195	Saline County
23197	Schuyler County
23199	Scotland County
23201	Scott County
23203	Shannon County
23205	Shelby County
23207	Stoddard County
23209	Stone County
23211	Sullivan County
23213	Taney County
23215	Texas County
23217	Vernon County
23219	Warren County
23221	Washington County
23223	Wayne County
23225	Webster County
23227	Worth County
23229	Wright County
23510	St. Louis city
24000	Montana
24001	Beaverhead County
24003	Big Horn County
24005	Blaine County
24007	Broadwater County
24009	Carbon County
24011	Carter County
24013	Cascade County
24015	Chouteau County
24017	Custer County
24019	Daniels County
24021	Dawson County
24023	Deer Lodge County
24025	Fallon County
24027	Fergus County
24029	Flathead County
24031	Gallatin County
24033	Garfield County
24035	Glacier County
24037	Golden Valley County
24039	Granite County
24041	Hill County
24043	Jefferson County
24045	Judith Basin County
24047	Lake County
24049	Lewis and Clark County
24051	Liberty County
24053	Lincoln County
24055	McCone County
24057	Madison County
24059	Meagher County
24061	Mineral County
24063	Missoula County
24065	Musselshell County
24067	Park County
24069	Petroleum County
24071	Phillips County
24073	Pondera County
24075	Powder River County
24077	Powell County
24079	Prairie County
24081	Ravalli County
24083	Richland County
24085	Roosevelt County
24087	Rosebud County
24089	Sanders County
24091	Sheridan County
24093	Silver Bow County
24095	Stillwater County
24097	Sweet Grass County
24099	Teton County
24101	Toole County
24103	Treasure County
24105	Valley County
24107	Wheatland County
24109	Wibaux County
24111	Yellowstone County
25000	Nebraska
25001	Adams County
25003	Antelope County
25005	Arthur County
25007	Banner County
25009	Blaine County
25011	Boone County
25013	Box Butte County
25015	Boyd County
25017	Brown County
25019	Buffalo County
25021	Burt County
25023	Butler County
25025	Cass County
25027	Cedar County
25029	Chase County
25031	Cherry County
25033	Cheyenne County
25035	Clay County
25037	Colfax County
25039	Cuming County
25041	Custer County
25043	Dakota County
25045	Dawes County
25047	Dawson County
25049	Deuel County
25051	Dixon County
25053	Dodge County
25055	Douglas County
25057	Dundy County
25059	Fillmore County
25061	Franklin County
25063	Frontier County
25065	Furnas County
25067	Gage County
25069	Garden County
25071	Garfield County
25073	Gosper County
25075	Grant County
25077	Greeley County
25079	Hall County
25081	Hamilton County
25083	Harlan County
25085	Hayes County
25087	Hitchcock County
25089	Holt County
25091	Hooker County
25093	Howard County
25095	Jefferson County
25097	Johnson County
25099	Kearney County
25101	Keith County
25103	Keya Paha County
25105	Kimball County
25107	Knox County
25109	Lancaster County
25111	Lincoln County
25113	Logan County
25115	Loup County
25117	McPherson County
25119	Madison County
25121	Merrick County
25123	Morrill County
25125	Nance County
25127	Nemaha County
25129	Nuckolls County
25131	Otoe County
25133	Pawnee County
25135	Perkins County
25137	Phelps County
25139	Pierce County
25141	Platte County
25143	Polk County
25145	Red Willow County
25147	Richardson County
25149	Rock County
25151	Saline County
25153	Sarpy County
25155	Saunders County
25157	Scotts Bluff County
25159	Seward County
25161	Sheridan County
25163	Sherman County
25165	Sioux County
25167	Stanton County
25169	Thayer County
25171	Thomas County
25173	Thurston County
25175	Valley County
25177	Washington County
25179	Wayne County
25181	Webster County
25183	Wheeler County
25185	York County
26000	Nevada
26001	Churchill County
26003	Clark County
26005	Douglas County
26007	Elko County
26009	Esmeralda County
26011	Eureka County
26013	Humboldt County
26015	Lander County
26017	Lincoln County
26019	Lyon County
26021	Mineral County
26023	Nye County
26027	Pershing County
26029	Storey County
26031	Washoe County
26033	White Pine County
26510	Carson City
27000	New Hampshire
27001	Belknap County
27003	Carroll County
27005	Cheshire County
27007	Coos County
27009	Grafton County
27011	Hillsborough County
27013	Merrimack County
27015	Rockingham County
27017	Strafford County
27019	Sullivan County
28000	New Jersey
28001	Atlantic County
28003	Bergen County
28005	Burlington County
28007	Camden County
28009	Cape May County
28011	Cumberland County
28013	Essex County
28015	Gloucester County
28017	Hudson County
28019	Hunterdon County
28021	Mercer County
28023	Middlesex County
28025	Monmouth County
28027	Morris County
28029	Ocean County
28031	Passaic County
28033	Salem County
28035	Somerset County
28037	Sussex County
28039	Union County
28041	Warren County
29000	New Mexico
29001	Bernalillo County
29003	Catron County
29005	Chaves County
29006	Cibola County
29007	Colfax County
29009	Curry County
29011	DeBaca County
29013	Dona Ana County
29015	Eddy County
29017	Grant County
29019	Guadalupe County
29021	Harding County
29023	Hidalgo County
29025	Lea County
29027	Lincoln County
29028	Los Alamos County
29029	Luna County
29031	McKinley County
29033	Mora County
29035	Otero County
29037	Quay County
29039	Rio Arriba County
29041	Roosevelt County
29043	Sandoval County
29045	San Juan County
29047	San Miguel County
29049	Santa Fe County
29051	Sierra County
29053	Socorro County
29055	Taos County
29057	Torrance County
29059	Union County
29061	Valencia County
30000	New York
30001	Albany County
30003	Allegany County
30005	Bronx County
30007	Broome County
30009	Cattaraugus County
30011	Cayuga County
30013	Chautauqua County
30015	Chemung County
30017	Chenango County
30019	Clinton County
30021	Columbia County
30023	Cortland County
30025	Delaware County
30027	Dutchess County
30029	Erie County
30031	Essex County
30033	Franklin County
30035	Fulton County
30037	Genesee County
30039	Greene County
30041	Hamilton County
30043	Herkimer County
30045	Jefferson County
30047	Kings County
30049	Lewis County
30051	Livingston County
30053	Madison County
30055	Monroe County
30057	Montgomery County
30059	Nassau County
30061	New York County
30063	Niagara County
30065	Oneida County
30067	Onondaga County
30069	Ontario County
30071	Orange County
30073	Orleans County
30075	Oswego County
30077	Otsego County
30079	Putnam County
30081	Queens County
30083	Rensselaer County
30085	Richmond County
30087	Rockland County
30089	St. Lawrence County
30091	Saratoga County
30093	Schenectady County
30095	Schoharie County
30097	Schuyler County
30099	Seneca County
30101	Steuben County
30103	Suffolk County
30105	Sullivan County
30107	Tioga County
30109	Tompkins County
30111	Ulster County
30113	Warren County
30115	Washington County
30117	Wayne County
30119	Westchester County
30121	Wyoming County
30123	Yates County
31000	North Carolina
31001	Alamance County
31003	Alexander County
31005	Alleghany County
31007	Anson County
31009	Ashe County
31011	Avery County
31013	Beaufort County
31015	Bertie County
31017	Bladen County
31019	Brunswick County
31021	Buncombe County
31023	Burke County
31025	Cabarrus County
31027	Caldwell County
31029	Camden County
31031	Carteret County
31033	Caswell County
31035	Catawba County
31037	Chatham County
31039	Cherokee County
31041	Chowan County
31043	Clay County
31045	Cleveland County
31047	Columbus County
31049	Craven County
31051	Cumberland County
31053	Currituck County
31055	Dare County
31057	Davidson County
31059	Davie County
31061	Duplin County
31063	Durham County
31065	Edgecombe County
31067	Forsyth County
31069	Franklin County
31071	Gaston County
31073	Gates County
31075	Graham County
31077	Granville County
31079	Greene County
31081	Guilford County
31083	Halifax County
31085	Harnett County
31087	Haywood County
31089	Henderson County
31091	Hertford County
31093	Hoke County
31095	Hyde County
31097	Iredell County
31099	Jackson County
31101	Johnston County
31103	Jones County
31105	Lee County
31107	Lenoir County
31109	Lincoln County
31111	McDowell County
31113	Macon County
31115	Madison County
31117	Martin County
31119	Mecklenburg County
31121	Mitchell County
31123	Montgomery County
31125	Moore County
31127	Nash County
31129	New Hanover County
31131	Northampton County
31133	Onslow County
31135	Orange County
31137	Pamlico County
31139	Pasquotank County
31141	Pender County
31143	Perquimans County
31145	Person County
31147	Pitt County
31149	Polk County
31151	Randolph County
31153	Richmond County
31155	Robeson County
31157	Rockingham County
31159	Rowan County
31161	Rutherford County
31163	Sampson County
31165	Scotland County
31167	Stanly County
31169	Stokes County
31171	Surry County
31173	Swain County
31175	Transylvania County
31177	Tyrrell County
31179	Union County
31181	Vance County
31183	Wake County
31185	Warren County
31187	Washington County
31189	Watauga County
31191	Wayne County
31193	Wilkes County
31195	Wilson County
31197	Yadkin County
31199	Yancey County
32000	North Dakota
32001	Adams County
32003	Barnes County
32005	Benson County
32007	Billings County
32009	Bottineau County
32011	Bowman County
32013	Burke County
32015	Burleigh County
32017	Cass County
32019	Cavalier County
32021	Dickey County
32023	Divide County
32025	Dunn County
32027	Eddy County
32029	Emmons County
32031	Foster County
32033	Golden Valley County
32035	Grand Forks County
32037	Grant County
32039	Griggs County
32041	Hettinger County
32043	Kidder County
32045	LaMoure County
32047	Logan County
32049	McHenry County
32051	McIntosh County
32053	McKenzie County
32055	McLean County
32057	Mercer County
32059	Morton County
32061	Mountrail County
32063	Nelson County
32065	Oliver County
32067	Pembina County
32069	Pierce County
32071	Ramsey County
32073	Ransom County
32075	Renville County
32077	Richland County
32079	Rolette County
32081	Sargent County
32083	Sheridan County
32085	Sioux County
32087	Slope County
32089	Stark County
32091	Steele County
32093	Stutsman County
32095	Towner County
32097	Traill County
32099	Walsh County
32101	Ward County
32103	Wells County
32105	Williams County
33000	Ohio
33001	Adams County
33003	Allen County
33005	Ashland County
33007	Ashtabula County
33009	Athens County
33011	Auglaize County
33013	Belmont County
33015	Brown County
33017	Butler County
33019	Carroll County
33021	Champaign County
33023	Clark County
33025	Clermont County
33027	Clinton County
33029	Columbiana County
33031	Coshocton County
33033	Crawford County
33035	Cuyahoga County
33037	Darke County
33039	Defiance County
33041	Delaware County
33043	Erie County
33045	Fairfield County
33047	Fayette County
33049	Franklin County
33051	Fulton County
33053	Gallia County
33055	Geauga County
33057	Greene County
33059	Guernsey County
33061	Hamilton County
33063	Hancock County
33065	Hardin County
33067	Harrison County
33069	Henry County
33071	Highland County
33073	Hocking County
33075	Holmes County
33077	Huron County
33079	Jackson County
33081	Jefferson County
33083	Knox County
33085	Lake County
33087	Lawrence County
33089	Licking County
33091	Logan County
33093	Lorain County
33095	Lucas County
33097	Madison County
33099	Mahoning County
33101	Marion County
33103	Medina County
33105	Meigs County
33107	Mercer County
33109	Miami County
33111	Monroe County
33113	Montgomery County
33115	Morgan County
33117	Morrow County
33119	Muskingum County
33121	Noble County
33123	Ottawa County
33125	Paulding County
33127	Perry County
33129	Pickaway County
33131	Pike County
33133	Portage County
33135	Preble County
33137	Putnam County
33139	Richland County
33141	Ross County
33143	Sandusky County
33145	Scioto County
33147	Seneca County
33149	Shelby County
33151	Stark County
33153	Summit County
33155	Trumbull County
33157	Tuscarawas County
33159	Union County
33161	Van Wert County
33163	Vinton County
33165	Warren County
33167	Washington County
33169	Wayne County
33171	Williams County
33173	Wood County
33175	Wyandot County
34000	Oklahoma
34001	Adair County
34003	Alfalfa County
34005	Atoka County
34007	Beaver County
34009	Beckham County
34011	Blaine County
34013	Bryan County
34015	Caddo County
34017	Canadian County
34019	Carter County
34021	Cherokee County
34023	Choctaw County
34025	Cimarron County
34027	Cleveland County
34029	Coal County
34031	Comanche County
34033	Cotton County
34035	Craig County
34037	Creek County
34039	Custer County
34041	Delaware County
34043	Dewey County
34045	Ellis County
34047	Garfield County
34049	Garvin County
34051	Grady County
34053	Grant County
34055	Greer County
34057	Harmon County
34059	Harper County
34061	Haskell County
34063	Hughes County
34065	Jackson County
34067	Jefferson County
34069	Johnston County
34071	Kay County
34073	Kingfisher County
34075	Kiowa County
34077	Latimer County
34079	Le Flore County
34081	Lincoln County
34083	Logan County
34085	Love County
34087	McClain County
34089	McCurtain County
34091	McIntosh County
34093	Major County
34095	Marshall County
34097	Mayes County
34099	Murray County
34101	Muskogee County
34103	Noble County
34105	Nowata County
34107	Okfuskee County
34109	Oklahoma County
34111	Okmulgee County
34113	Osage County
34115	Ottawa County
34117	Pawnee County
34119	Payne County
34121	Pittsburg County
34123	Pontotoc County
34125	Pottawatomie County
34127	Pushmataha County
34129	Roger Mills County
34131	Rogers County
34133	Seminole County
34135	Sequoyah County
34137	Stephens County
34139	Texas County
34141	Tillman County
34143	Tulsa County
34145	Wagoner County
34147	Washington County
34149	Washita County
34151	Woods County
34153	Woodward County
35000	Oregon
35001	Baker County
35003	Benton County
35005	Clackamas County
35007	Clatsop County
35009	Columbia County
35011	Coos County
35013	Crook County
35015	Curry County
35017	Deschutes County
35019	Douglas County
35021	Gilliam County
35023	Grant County
35025	Harney County
35027	Hood River County
35029	Jackson County
35031	Jefferson County
35033	Josephine County
35035	Klamath County
35037	Lake County
35039	Lane County
35041	Lincoln County
35043	Linn County
35045	Malheur County
35047	Marion County
35049	Morrow County
35051	Multnomah County
35053	Polk County
35055	Sherman County
35057	Tillamook County
35059	Umatilla County
35061	Union County
35063	Wallowa County
35065	Wasco County
35067	Washington County
35069	Wheeler County
35071	Yamhill County
36000	Pennsylvania
36001	Adams County
36003	Allegheny County
36005	Armstrong County
36007	Beaver County
36009	Bedford County
36011	Berks County
36013	Blair County
36015	Bradford County
36017	Bucks County
36019	Butler County
36021	Cambria County
36023	Cameron County
36025	Carbon County
36027	Centre County
36029	Chester County
36031	Clarion County
36033	Clearfield County
36035	Clinton County
36037	Columbia County
36039	Crawford County
36041	Cumberland County
36043	Dauphin County
36045	Delaware County
36047	Elk County
36049	Erie County
36051	Fayette County
36053	Forest County
36055	Franklin County
36057	Fulton County
36059	Greene County
36061	Huntingdon County
36063	Indiana County
36065	Jefferson County
36067	Juniata County
36069	Lackawanna County
36071	Lancaster County
36073	Lawrence County
36075	Lebanon County
36077	Lehigh County
36079	Luzerne County
36081	Lycoming County
36083	Mc Kean County
36085	Mercer County
36087	Mifflin County
36089	Monroe County
36091	Montgomery County
36093	Montour County
36095	Northampton County
36097	Northumberland County
36099	Perry County
36101	Philadelphia County
36103	Pike County
36105	Potter County
36107	Schuylkill County
36109	Snyder County
36111	Somerset County
36113	Sullivan County
36115	Susquehanna County
36117	Tioga County
36119	Union County
36121	Venango County
36123	Warren County
36125	Washington County
36127	Wayne County
36129	Westmoreland County
36131	Wyoming County
36133	York County
37000	Rhode Island
37001	Bristol County
37003	Kent County
37005	Newport County
37007	Providence County
37009	Washington County
38000	South Carolina
38001	Abbeville County
38003	Aiken County
38005	Allendale County
38007	Anderson County
38009	Bamberg County
38011	Barnwell County
38013	Beaufort County
38015	Berkeley County
38017	Calhoun County
38019	Charleston County
38021	Cherokee County
38023	Chester County
38025	Chesterfield County
38027	Clarendon County
38029	Colleton County
38031	Darlington County
38033	Dillon County
38035	Dorchester County
38037	Edgefield County
38039	Fairfield County
38041	Florence County
38043	Georgetown County
38045	Greenville County
38047	Greenwood County
38049	Hampton County
38051	Horry County
38053	Jasper County
38055	Kershaw County
38057	Lancaster County
38059	Laurens County
38061	Lee County
38063	Lexington County
38065	McCormick County
38067	Marion County
38069	Marlboro County
38071	Newberry County
38073	Oconee County
38075	Orangeburg County
38077	Pickens County
38079	Richland County
38081	Saluda County
38083	Spartanburg County
38085	Sumter County
38087	Union County
38089	Williamsburg County
38091	York County
39000	South Dakota
39003	Aurora County
39005	Beadle County
39007	Bennett County
39009	Bon Homme County
39011	Brookings County
39013	Brown County
39015	Brule County
39017	Buffalo County
39019	Butte County
39021	Campbell County
39023	Charles Mix County
39025	Clark County
39027	Clay County
39029	Codington County
39031	Corson County
39033	Custer County
39035	Davison County
39037	Day County
39039	Deuel County
39041	Dewey County
39043	Douglas County
39045	Edmunds County
39047	Fall River County
39049	Faulk County
39051	Grant County
39053	Gregory County
39055	Haakon County
39057	Hamlin County
39059	Hand County
39061	Hanson County
39063	Harding County
39065	Hughes County
39067	Hutchinson County
39069	Hyde County
39071	Jackson County
39073	Jerauld County
39075	Jones County
39077	Kingsbury County
39079	Lake County
39081	Lawrence County
39083	Lincoln County
39085	Lyman County
39087	McCook County
39089	McPherson County
39091	Marshall County
39093	Meade County
39095	Mellette County
39097	Miner County
39099	Minnehaha County
39101	Moody County
39102	Oglala Lakota County
39103	Pennington County
39105	Perkins County
39107	Potter County
39109	Roberts County
39111	Sanborn County
39115	Spink County
39117	Stanley County
39119	Sully County
39121	Todd County
39123	Tripp County
39125	Turner County
39127	Union County
39129	Walworth County
39135	Yankton County
39137	Ziebach County
40000	Tennessee
40001	Anderson County
40003	Bedford County
40005	Benton County
40007	Bledsoe County
40009	Blount County
40011	Bradley County
40013	Campbell County
40015	Cannon County
40017	Carroll County
40019	Carter County
40021	Cheatham County
40023	Chester County
40025	Claiborne County
40027	Clay County
40029	Cocke County
40031	Coffee County
40033	Crockett County
40035	Cumberland County
40037	Davidson County
40039	Decatur County
40041	DeKalb County
40043	Dickson County
40045	Dyer County
40047	Fayette County
40049	Fentress County
40051	Franklin County
40053	Gibson County
40055	Giles County
40057	Grainger County
40059	Greene County
40061	Grundy County
40063	Hamblen County
40065	Hamilton County
40067	Hancock County
40069	Hardeman County
40071	Hardin County
40073	Hawkins County
40075	Haywood County
40077	Henderson County
40079	Henry County
40081	Hickman County
40083	Houston County
40085	Humphreys County
40087	Jackson County
40089	Jefferson County
40091	Johnson County
40093	Knox County
40095	Lake County
40097	Lauderdale County
40099	Lawrence County
40101	Lewis County
40103	Lincoln County
40105	Loudon County
40107	McMinn County
40109	McNairy County
40111	Macon County
40113	Madison County
40115	Marion County
40117	Marshall County
40119	Maury County
40121	Meigs County
40123	Monroe County
40125	Montgomery County
40127	Moore County
40129	Morgan County
40131	Obion County
40133	Overton County
40135	Perry County
40137	Pickett County
40139	Polk County
40141	Putnam County
40143	Rhea County
40145	Roane County
40147	Robertson County
40149	Rutherford County
40151	Scott County
40153	Sequatchie County
40155	Sevier County
40157	Shelby County
40159	Smith County
40161	Stewart County
40163	Sullivan County
40165	Sumner County
40167	Tipton County
40169	Trousdale County
40171	Unicoi County
40173	Union County
40175	Van Buren County
40177	Warren County
40179	Washington County
40181	Wayne County
40183	Weakley County
40185	White County
40187	Williamson County
40189	Wilson County
41000	Texas
41001	Anderson County
41003	Andrews County
41005	Angelina County
41007	Aransas County
41009	Archer County
41011	Armstrong County
41013	Atascosa County
41015	Austin County
41017	Bailey County
41019	Bandera County
41021	Bastrop County
41023	Baylor County
41025	Bee County
41027	Bell County
41029	Bexar County
41031	Blanco County
41033	Borden County
41035	Bosque County
41037	Bowie County
41039	Brazoria County
41041	Brazos County
41043	Brewster County
41045	Briscoe County
41047	Brooks County
41049	Brown County
41051	Burleson County
41053	Burnet County
41055	Caldwell County
41057	Calhoun County
41059	Callahan County
41061	Cameron County
41063	Camp County
41065	Carson County
41067	Cass County
41069	Castro County
41071	Chambers County
41073	Cherokee County
41075	Childress County
41077	Clay County
41079	Cochran County
41081	Coke County
41083	Coleman County
41085	Collin County
41087	Collingsworth County
41089	Colorado County
41091	Comal County
41093	Comanche County
41095	Concho County
41097	Cooke County
41099	Coryell County
41101	Cottle County
41103	Crane County
41105	Crockett County
41107	Crosby County
41109	Culberson County
41111	Dallam County
41113	Dallas County
41115	Dawson County
41117	Deaf Smith County
41119	Delta County
41121	Denton County
41123	DeWitt County
41125	Dickens County
41127	Dimmit County
41129	Donley County
41131	Duval County
41133	Eastland County
41135	Ector County
41137	Edwards County
41139	Ellis County
41141	El Paso County
41143	Erath County
41145	Falls County
41147	Fannin County
41149	Fayette County
41151	Fisher County
41153	Floyd County
41155	Foard County
41157	Fort Bend County
41159	Franklin County
41161	Freestone County
41163	Frio County
41165	Gaines County
41167	Galveston County
41169	Garza County
41171	Gillespie County
41173	Glasscock County
41175	Goliad County
41177	Gonzales County
41179	Gray County
41181	Grayson County
41183	Gregg County
41185	Grimes County
41187	Guadalupe County
41189	Hale County
41191	Hall County
41193	Hamilton County
41195	Hansford County
41197	Hardeman County
41199	Hardin County
41201	Harris County
41203	Harrison County
41205	Hartley County
41207	Haskell County
41209	Hays County
41211	Hemphill County
41213	Henderson County
41215	Hidalgo County
41217	Hill County
41219	Hockley County
41221	Hood County
41223	Hopkins County
41225	Houston County
41227	Howard County
41229	Hudspeth County
41231	Hunt County
41233	Hutchinson County
41235	Irion County
41237	Jack County
41239	Jackson County
41241	Jasper County
41243	Jeff Davis County
41245	Jefferson County
41247	Jim Hogg County
41249	Jim Wells County
41251	Johnson County
41253	Jones County
41255	Karnes County
41257	Kaufman County
41259	Kendall County
41261	Kenedy County
41263	Kent County
41265	Kerr County
41267	Kimble County
41269	King County
41271	Kinney County
41273	Kleberg County
41275	Knox County
41277	Lamar County
41279	Lamb County
41281	Lampasas County
41283	La Salle County
41285	Lavaca County
41287	Lee County
41289	Leon County
41291	Liberty County
41293	Limestone County
41295	Lipscomb County
41297	Live Oak County
41299	Llano County
41301	Loving County
41303	Lubbock County
41305	Lynn County
41307	McCulloch County
41309	McLennan County
41311	McMullen County
41313	Madison County
41315	Marion County
41317	Martin County
41319	Mason County
41321	Matagorda County
41323	Maverick County
41325	Medina County
41327	Menard County
41329	Midland County
41331	Milam County
41333	Mills County
41335	Mitchell County
41337	Montague County
41339	Montgomery County
41341	Moore County
41343	Morris County
41345	Motley County
41347	Nacogdoches County
41349	Navarro County
41351	Newton County
41353	Nolan County
41355	Nueces County
41357	Ochiltree County
41359	Oldham County
41361	Orange County
41363	Palo Pinto County
41365	Panola County
41367	Parker County
41369	Parmer County
41371	Pecos County
41373	Polk County
41375	Potter County
41377	Presidio County
41379	Rains County
41381	Randall County
41383	Reagan County
41385	Real County
41387	Red River County
41389	Reeves County
41391	Refugio County
41393	Roberts County
41395	Robertson County
41397	Rockwall County
41399	Runnels County
41401	Rusk County
41403	Sabine County
41405	San Augustine County
41407	San Jacinto County
41409	San Patricio County
41411	San Saba County
41413	Schleicher County
41415	Scurry County
41417	Shackelford County
41419	Shelby County
41421	Sherman County
41423	Smith County
41425	Somervell County
41427	Starr County
41429	Stephens County
41431	Sterling County
41433	Stonewall County
41435	Sutton County
41437	Swisher County
41439	Tarrant County
41441	Taylor County
41443	Terrell County
41445	Terry County
41447	Throckmorton County
41449	Titus County
41451	Tom Green County
41453	Travis County
41455	Trinity County
41457	Tyler County
41459	Upshur County
41461	Upton County
41463	Uvalde County
41465	Val Verde County
41467	Van Zandt County
41469	Victoria County
41471	Walker County
41473	Waller County
41475	Ward County
41477	Washington County
41479	Webb County
41481	Wharton County
41483	Wheeler County
41485	Wichita County
41487	Wilbarger County
41489	Willacy County
41491	Williamson County
41493	Wilson County
41495	Winkler County
41497	Wise County
41499	Wood County
41501	Yoakum County
41503	Young County
41505	Zapata County
41507	Zavala County
42000	Utah
42001	Beaver County
42003	Box Elder County
42005	Cache County
42007	Carbon County
42009	Daggett County
42011	Davis County
42013	Duchesne County
42015	Emery County
42017	Garfield County
42019	Grand County
42021	Iron County
42023	Juab County
42025	Kane County
42027	Millard County
42029	Morgan County
42031	Piute County
42033	Rich County
42035	Salt Lake County
42037	San Juan County
42039	Sanpete County
42041	Sevier County
42043	Summit County
42045	Tooele County
42047	Uintah County
42049	Utah County
42051	Wasatch County
42053	Washington County
42055	Wayne County
42057	Weber County
43000	Vermont
43001	Addison County
43003	Bennington County
43005	Caledonia County
43007	Chittenden County
43009	Essex County
43011	Franklin County
43013	Grand Isle County
43015	Lamoille County
43017	Orange County
43019	Orleans County
43021	Rutland County
43023	Washington County
43025	Windham County
43027	Windsor County
44000	Virginia
44001	Accomack County
44003	Albemarle County
44005	Alleghany County
44007	Amelia County
44009	Amherst County
44011	Appomattox County
44013	Arlington County
44015	Augusta County
44017	Bath County
44019	Bedford County
44021	Bland County
44023	Botetourt County
44025	Brunswick County
44027	Buchanan County
44029	Buckingham County
44031	Campbell County
44033	Caroline County
44035	Carroll County
44036	Charles City County
44037	Charlotte County
44041	Chesterfield County
44043	Clarke County
44045	Craig County
44047	Culpeper County
44049	Cumberland County
44051	Dickenson County
44053	Dinwiddie County
44057	Essex County
44059	Fairfax County
44061	Fauquier County
44063	Floyd County
44065	Fluvanna County
44067	Franklin County
44069	Frederick County
44071	Giles County
44073	Gloucester County
44075	Goochland County
44077	Grayson County
44079	Greene County
44081	Greensville County
44083	Halifax County
44085	Hanover County
44087	Henrico County
44089	Henry County
44091	Highland County
44093	Isle of Wight County
44095	James City County
44097	King and Queen County
44099	King George County
44101	King William County
44103	Lancaster County
44105	Lee County
44107	Loudoun County
44109	Louisa County
44111	Lunenburg County
44113	Madison County
44115	Mathews County
44117	Mecklenburg County
44119	Middlesex County
44121	Montgomery County
44125	Nelson County
44127	New Kent County
44131	Northampton County
44133	Northumberland County
44135	Nottoway County
44137	Orange County
44139	Page County
44141	Patrick County
44143	Pittsylvania County
44145	Powhatan County
44147	Prince Edward County
44149	Prince George County
44153	Prince William County
44155	Pulaski County
44157	Rappahannock County
44159	Richmond County
44161	Roanoke County
44163	Rockbridge County
44165	Rockingham County
44167	Russell County
44169	Scott County
44171	Shenandoah County
44173	Smyth County
44175	Southampton County
44177	Spotsylvania County
44179	Stafford County
44181	Surry County
44183	Sussex County
44185	Tazewell County
44187	Warren County
44191	Washington County
44193	Westmoreland County
44195	Wise County
44197	Wythe County
44199	York County
44510	Alexandria city
44520	Bristol city
44530	Buena Vista city
44540	Charlottesville city
44550	Chesapeake city
44570	Colonial Heights city
44580	Covington city
44590	Danville city
44595	Emporia city
44600	Fairfax city
44610	Falls Church city
44620	Franklin city
44630	Fredericksburg city
44640	Galax city
44650	Hampton city
44660	Harrisonburg city
44670	Hopewell city
44678	Lexington city
44680	Lynchburg city
44683	Manassas city
44685	Manassas Park city
44690	Martinsville city
44700	Newport News city
44710	Norfolk city
44720	Norton city
44730	Petersburg city
44735	Poquoson city
44740	Portsmouth city
44750	Radford city
44760	Richmond city
44770	Roanoke city
44775	Salem city
44790	Staunton city
44800	Suffolk city
44810	Virginia Beach city
44820	Waynesboro city
44830	Williamsburg city
44840	Winchester city
45000	Washington
45001	Adams County
45003	Asotin County
45005	Benton County
45007	Chelan County
45009	Clallam County
45011	Clark County
45013	Columbia County
45015	Cowlitz County
45017	Douglas County
45019	Ferry County
45021	Franklin County
45023	Garfield County
45025	Grant County
45027	Grays Harbor County
45029	Island County
45031	Jefferson County
45033	King County
45035	Kitsap County
45037	Kittitas County
45039	Klickitat County
45041	Lewis County
45043	Lincoln County
45045	Mason County
45047	Okanogan County
45049	Pacific County
45051	Pend Oreille County
45053	Pierce County
45055	San Juan County
45057	Skagit County
45059	Skamania County
45061	Snohomish County
45063	Spokane County
45065	Stevens County
45067	Thurston County
45069	Wahkiakum County
45071	Walla Walla County
45073	Whatcom County
45075	Whitman County
45077	Yakima County
46000	West Virginia
46001	Barbour County
46003	Berkeley County
46005	Boone County
46007	Braxton County
46009	Brooke County
46011	Cabell County
46013	Calhoun County
46015	Clay County
46017	Doddridge County
46019	Fayette County
46021	Gilmer County
46023	Grant County
46025	Greenbrier County
46027	Hampshire County
46029	Hancock County
46031	Hardy County
46033	Harrison County
46035	Jackson County
46037	Jefferson County
46039	Kanawha County
46041	Lewis County
46043	Lincoln County
46045	Logan County
46047	McDowell County
46049	Marion County
46051	Marshall County
46053	Mason County
46055	Mercer County
46057	Mineral County
46059	Mingo County
46061	Monongalia County
46063	Monroe County
46065	Morgan County
46067	Nicholas County
46069	Ohio County
46071	Pendleton County
46073	Pleasants County
46075	Pocahontas County
46077	Preston County
46079	Putnam County
46081	Raleigh County
46083	Randolph County
46085	Ritchie County
46087	Roane County
46089	Summers County
46091	Taylor County
46093	Tucker County
46095	Tyler County
46097	Upshur County
46099	Wayne County
46101	Webster County
46103	Wetzel County
46105	Wirt County
46107	Wood County
46109	Wyoming County
47000	Wisconsin
